Object ID,Track name,Description,Difficulty,Completion time,Has alerts,URL to thumbnail,URL to webpage,Date loaded to GIS,Shape__Length
708744,Waipū Caves Track,"A 2 km walk leads through a picturesque karst limestone landscape, with magnificent views.",Easy,1 hr 30 min return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/6ef24ee91d574af1aaf3bd7584628c32.aspx,https://www.doc.govt.nz/link/bd2c0e4ab2174b83938f8eebe7aa0265.aspx,12/2/2025 8:32:03 AM,1737.86849337607
708745,Waipapa River Track,This scenic two-day tramp follows the Waipapa River through the heart of Puketī Forest. It is only recommended for experienced and well-equipped trampers. This track is part of Te Araroa Trail.,Advanced,2 days,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/fe5763a1820b4eb29e504b83fd232c2a.jpg,https://www.doc.govt.nz/link/f86f8c7b6ad34572abd38a6d95624c56.aspx,12/2/2025 8:32:03 AM,11635.6913233401
708746,Waiotemarama Waterfall Walk,Walk to the beautiful Waiotemarama Waterfall which cascades 20 m down through the pristine rainforest.,Easiest,30 mins,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/2423fb7c8483459191e862145387d166.jpg,https://www.doc.govt.nz/link/1e43a8a626264362a7a5980b4832635a.aspx,12/2/2025 8:32:03 AM,539.971881273706
708747,Wainui Falls Track,"A short walk through lush native bush leads to the cascading Wainui Falls, the largest and most accessible falls in Golden Bay/Mohua.",Easy,1 hr return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/9bf9ad01652f46c5982dceea4ac96fca.aspx,https://www.doc.govt.nz/link/3760c5fc65be400a9df7706ef6e3abff.aspx,12/2/2025 8:32:03 AM,1706.75636248965
708748,Waingongoro Hut tracks,"Waingongoro Hut is a good overnight tramp for families with children and new trampers - walk through goblin forest, stop for a swim in lava-formed pools, and cross the highest swing bridge in Te Papa-Kura-o-Taranaki.",Advanced,1 hr 30 min one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/2802627e580f480ba1bd092f1f952a7e.jpg,https://www.doc.govt.nz/link/a5180a24b7204c458ec6ac37314588d5.aspx,12/2/2025 8:32:03 AM,3499.4805646798
708749,Waimamaku Coastal Track,Discover wide open beaches and rocky headlands on the rugged coastline between the Hokianga Harbour and the majestic Waimamaku River.,Easy,4 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/af35f9dea9d84fc1a737332c7cd70454.jpg,https://www.doc.govt.nz/link/9e1b518a094f4be7ba96d4dcc4416ace.aspx,12/2/2025 8:32:03 AM,9473.07428869245
708750,Waimā Main Range Track,This rugged and challenging track passes over some of Northland's highest points and offers occasional views over the surrounding forest and mountain range.  Listen to Kokako around the Oraora Saddle.,Advanced,10 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/images/no-photo/no-photo-220x140.jpg,https://www.doc.govt.nz/link/d5f97a582f784345b4cdd00738f52e33.aspx,12/2/2025 8:32:02 AM,14100.6255072351
708751,Waikawau Track ,This route for intrepid trampers is the longest track to Leitch's Hut. ,Advanced,14 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/c50d9fd6d5a547d38624b5b635e552f1.jpg,https://www.doc.govt.nz/link/8fea580154294446966764c4f4ea365d.aspx,12/2/2025 8:32:02 AM,10707.3355446462
708752,Waihāhā and Waihora tracks,"Explore the remote bush, cliffs and waterfalls of the Western Bays of Lake Taupō. Normally accessible only by boat, these trails take you through a variety of landscapes with fantastic lookout points.",Easy,3 hr 30 min | 4 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/69e9c51015b94c888101d16564a63736.jpg,https://www.doc.govt.nz/link/debab29dec5346c1980ddb3aa7799886.aspx,12/2/2025 8:32:02 AM,24373.9158397423
708753,Waiau Falls and Kauri Grove Lookout Walk,Visit a popular swimming hole at Waiau Falls and view a mature kauri grove on this walk. ,Easiest,30 min return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/78bec25530f5498e9595046cbf2de009.jpg,https://www.doc.govt.nz/link/a98de5c6ae6f44fa809859d3ce2e9f29.aspx,12/2/2025 8:32:02 AM,70.6881129737033
708754,Waiatiu Falls Track,"A 1 hour 30 minutes return walk, the Waiatiu Falls Track in Whirinaki Te Pua-a-Tāne Conservation Park leads through podocarp forest before reaching the picturesque falls. ",Easy,1 hr 15 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/9ed2f0984ae84c11a221ed6c52873def.aspx,https://www.doc.govt.nz/link/44f8aed2e1a74b41babf355ef44394e7.aspx,12/2/2025 8:32:02 AM,1591.14495563995
708755,Visitor Centre to Te Anau Bird Sanctuary Walk,"Enjoy an easy walk along the lakeside in Te Anau that takes you to the bird sanctuary where you can see the rare, flightless takahē and other birds.",Easy,20 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/b758e749786e4f18ae979e900ea86045.aspx,https://www.doc.govt.nz/link/edf9ff9d87094ea09c2bbb7bd3355870.aspx,12/2/2025 8:32:02 AM,741.214236962664
708756,Veronica Loop Track,"This is pleasant walk uphill through changing alpine rainforest, with an optional detour to a lookout point offering views of the mountain and out to the coast.
",Easy,1 hr 30  min- 2 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/cbf26772a3e444faa5229d1d92226a22.jpg,https://www.doc.govt.nz/link/428957db5e9e40cebdb7a0eb48d1e263.aspx,12/2/2025 8:32:01 AM,2627.07740778428
708757,Upper Copland Valley Track,The Upper Copland Valley Track provides access to Douglas Rock Hut. It is suitable for well-equipped and experienced backcountry trampers and mountaineers only.,"Advanced, Expert",3 days +,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/d667d5766d9b4f57a5488041f464df3f.aspx,https://www.doc.govt.nz/link/0caa9a58273341698dddebb7c65bc368.aspx,12/2/2025 8:32:01 AM,23030.3924099847
708758,Upper Clutha River Track,Walk or cycle along the banks of the Clutha River near Lake Wānaka.,Easy,5 - 5 hr 30 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/5c8df8c768b54e60ae65fac856af0cb7.aspx,https://www.doc.govt.nz/link/49ab448996454560b386d7397e45c130.aspx,12/2/2025 8:32:01 AM,18200.7885524404
708759,Ulva Island/Te Wharawhara walking tracks,"Visit iconic Ulva Island/Te Wharawhara, the jewel of Rakiura National Park. Sample the delights of this open sanctuary via a series of well-formed tracks catering for all ages and levels of fitness. ","Easiest, Easy",Various: 20 min to 2 hr return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/4b80c9751fee42e795a022c07685d22f.jpg,https://www.doc.govt.nz/link/a7035d27b4444bb28bdabfde827516e4.aspx,12/2/2025 8:32:01 AM,4054.48794994412
708760,Twizel River Trail,This is a lovely walk alongside Twizel River.,Easy,4 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/9a7154eecd7944e28a648506487bc215.aspx,https://www.doc.govt.nz/link/730cded735ca4c30895a5ccb7e876dd7.aspx,12/2/2025 8:32:01 AM,11116.105128975
708761,Twelve Mile Delta to Bob’s Cove Track,"Follow the shore of Lake Wakatipu and enjoy lake views, native bush and ancient marine sediments. Twelve Mile Delta was a location for Lord of the Rings' Ithilien Camp.",Easy,1–2 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/7bc428c226594697b49667d7bcee0bfa.jpg,https://www.doc.govt.nz/link/4b62425b23304f29951a1adc3da73f1c.aspx,12/2/2025 8:32:01 AM,6633.84065932666
708762,Tutukaka Head tracks,"This short, easy walk leads to the coast and a lighthouse - it's a great option for kids.",Easy,1 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/29167010dbba4dad949aacab7638e8ac.aspx,https://www.doc.govt.nz/link/dfcce8f64fb74bebb124bcb3f873304c.aspx,12/2/2025 8:32:01 AM,1314.58155854689
708763,Tūtoko Valley Route,This challenging tramping route leads up the Tūtoko river valley through beech forest and open flats under impressive Fiordland mountain peaks.,Expert,5 hr return via same track,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/d4dc7e92ba15408aa8c8fc79ec1d86ff.aspx,https://www.doc.govt.nz/link/8283d3cad76b40f3b317019dea2c5627.aspx,12/2/2025 8:32:00 AM,6500.66605888386
708764,Tunnel Beach Walk,Experience Otago’s spectacular rocky coastline on one of Dunedin’s best short walks. Enjoy the views from a viewing area or walk through the hand carved tunnel to a secluded beach.,Easiest,1 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/4d4dc59831834eddb170224a94d746ee.aspx,https://www.doc.govt.nz/link/1cb0d5d418fe4ec893d92fe2c3a3bad7.aspx,12/2/2025 8:32:00 AM,1291.51238219505
708765,Tui Track,"From Boyle village on SH7, you can pick up tracks that link the end of the St James Walkway with tracks in Hope valley and Doubtful River, Lake Sumner Forest Park. This track is part of Te Araroa Trail.",Advanced,3 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/622745308bad444185be36f61a19c47c.aspx,https://www.doc.govt.nz/link/d80f52dd90ff417dae1851c0c3af43c5.aspx,12/2/2025 8:32:00 AM,11205.5592074838
708766,Tuhoto Ariki Trail,Specifically designed dual use trail through native bush with great downhills and some decent climbs for the mountain bikers. Starts from the highest point in Whakarewarewa Forest.,Advanced,1 hr 30 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/5345834f907643b091a838d01aa44f2b.jpg,https://www.doc.govt.nz/link/1a8f574f7cef406a92282525a6dcb1a4.aspx,12/2/2025 8:32:00 AM,3532.1965045417
708767,Trounson Kauri Park Loop Track,Walk through a spectacular stand of kauri and experience the unique character of this ancient forest by day or night. ,Easiest,40 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/7295d8f1569a416e873616814a11a973.jpg,https://www.doc.govt.nz/link/d6770927350f4de1a4bf7056b2904fa9.aspx,12/2/2025 8:32:00 AM,1520.5828407784
708768,Trotters Gorge Track,A tramping track with sea views and some large podocarp trees. This is the longest track at Trotters Gorge.,Advanced,2 hr return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/c8b3f9070b1646ecad79beb6c23b26b2.jpg,https://www.doc.govt.nz/link/4913096353bb4237850c21b439fa58b4.aspx,12/2/2025 8:32:00 AM,1960.43601939784
708769,Tree Trunk Gorge tracks,"Walk or mountain bike through the Kaimanawa Forest Park taking in two spectacular gorges, and the characteristic beech and kamahi forest.",Advanced,1 hr 30 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/8213c7b925d84085b1bcfeeecde57e0c.jpg,https://www.doc.govt.nz/link/0c41e512c0f742b5841cd0c9fbefdcf5.aspx,12/2/2025 8:31:59 AM,10256.4434641932
708770,Travers-Sabine Circuit,"Experience tranquil beech forests, fields of waving tussocks, 2000‑m‑high mountains, and clear rushing streams in the heart of the mountains of Nelson Lakes National Park. This track is part of Te Araroa Trail.",Advanced,4 - 7 days,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/b63a329a77f844d892fe38c129f4f2b5.jpg,https://www.doc.govt.nz/link/86358329fa21453ea11162abc4a83b77.aspx,12/2/2025 8:31:59 AM,84550.9763513437
708771,Tramline Track,The Tramline Track system traverses most of Great Barrier island at its widest point.,Advanced,6 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/2de18e2a29d44e048f7053b0cefff7a5.jpg,https://www.doc.govt.nz/link/d8005f0a3bfb436b8ebb9f50e3286a40.aspx,12/2/2025 8:31:59 AM,12355.8582090081
708772,Trains Track,Follow the Waitōtara River to Trains Hut.,Advanced,4–5 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/fe77f85118ce44a896f0fe502922799d.jpg,https://www.doc.govt.nz/link/361c15a193b4449580b6c35c1d84dc7e.aspx,12/2/2025 8:31:59 AM,12327.6408155844
708773,Tongariro Northern Circuit,"Explore the volcanic heart of Tongariro National Park, a landscape of stark glacial contrasts and alpine views. From May to late October, conditions can be challenging – only go if you have the skills.","Intermediate, Advanced, Expert",3-4 days,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/1bccf73a539d49ce82416f17fb9908c2.aspx,https://www.doc.govt.nz/link/a144cba22bea411ea4b8023c828689d2.aspx,12/2/2025 8:31:59 AM,39610.1393933123
708774,Tongariro Alpine Crossing,"Trek across a volcanic alpine landscape of dramatic contrasts. From May to October, alpine skills are essential for this track – it's best to go with a guide.","Intermediate, Expert",Nov-Apr: 7-8 hr | May-Oct: 9 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/060e60cab51c4a0692f470bd00a9b228.aspx,https://www.doc.govt.nz/link/5ce26066426b40609b2e077a8aeafc8c.aspx,12/2/2025 8:31:59 AM,19100.6513190002
708775,Tokatoka Scenic Reserve Track,Climb to the top of Tokatoka and enjoy the stunning 360-degree views. ,Easy,20 min one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/6cd82e1ba4d3474e8b06189ea57219ff.aspx,https://www.doc.govt.nz/link/dbf3b049640743ef985705b4e7032865.aspx,12/2/2025 8:31:58 AM,291.435803117871
708776,Tokatea Lookout Walking Track,"A short, steep track from the summit of Kennedy Bay Road, Coromandel Peninsula, leads to the Tokatea Lookout. ",Easy,30 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/7f6a4e4d0b564aeaa0bbd3f43ab900bd.jpg,https://www.doc.govt.nz/link/6e4ee17a35634eb48f6adf233e03d330.aspx,12/2/2025 8:31:58 AM,316.659792847228
708777,Tohumoana Lookout Track ,"This bush walk at Mimiwhangata offers superb views of Mimiwhangata, the coast and the Poor Knights Islands.",Easy,1 hr 30 min - 2 hr return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/026a7ed5d6604f19abbe259bff92a97b.jpg,https://www.doc.govt.nz/link/939df875a34b4700a89292da5c4364d2.aspx,12/2/2025 8:31:58 AM,4331.69269932334
708778,"Toaroha, Hokitika, Lower Whitcombe Track",This route traverses rugged river valleys and crosses two alpine saddles. The alpine sections demand experience and good route finding skills in other than fine weather conditions.  ,"Advanced, Expert",4 - 5 days,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/36b4a28a5f56490c93722a9351d6da57.jpg,https://www.doc.govt.nz/link/8fa0e624dc8c4b63bceb23f42018e3fa.aspx,12/2/2025 8:31:58 AM,43561.1150303972
708779,Titri Creek Track,See hundreds of wading birds on this family-friendly short walk into the Titri wetands.,Easiest,10 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/c80884d0417e422b82fb8c857bd8f36d.aspx,https://www.doc.govt.nz/link/7656efaec6804296b00add62994384be.aspx,12/2/2025 8:31:58 AM,718.069786540165
708780,Three Passes Route,"This classic summer tramp for experienced backcountry trampers crosses Harman Pass, Whitehorn Pass and Browning Pass/Noti Raureka. It gives the excitement, variety and contrast of a transalpine route.",Expert,4 - 5 days,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/33926d8a74bd48e9acc2c9caddc980c0.jpg,https://www.doc.govt.nz/link/0de03093e3f3446cbabe63176cdafcda.aspx,12/2/2025 8:31:58 AM,45152.0615309113
708781,The Chasm Walk,This short walk passes through native bush and ends at the edge of the Cleddau River with views of flowing water over and through the water-sculpted rock formations.,Easiest,20 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/ae85116f16a74d8fbbc61f969d7cba71.JPG,https://www.doc.govt.nz/link/9cfe7802ddb64952b746f2e17ebb9d98.aspx,12/2/2025 8:31:57 AM,457.98817503837
708782,Terrace Walk ,The walk provides a good introduction to the rainforest of the Glacier Region as well and an opportunity to see glow worms after dark - it's a great option with children.,Easiest,30 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/c1ae21d35d01486e92dfff399f71f693.aspx,https://www.doc.govt.nz/link/c2ac3019d8e145ff9142a1fe696cb218.aspx,12/2/2025 8:31:57 AM,779.299533904709
708783,South Temple Track,Follow this track to get to South Temple Hut. It is suitable for horse riding.,Advanced,6 - 8 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/6a1aa31bb48441b792a84b9187dec888.aspx,https://www.doc.govt.nz/link/283671b718d34911bdcdc73141e7c434.aspx,12/2/2025 8:31:57 AM,6971.55294775327
708784,Teal Bay to South Coast Track,"This difficult tramping track heads from the southern shore of Lake Hauroko, over alpine tops on Hump Ridge and down to the coast at Te Waewae Bay.

",Advanced,10 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/76bd786dd3e449cd8b0142699245dc4c.jpg,https://www.doc.govt.nz/link/7e042ab8241146afa0b8dcdd8092f6ba.aspx,12/2/2025 8:31:57 AM,15138.0244879792
708785,Teal Bay to Lake Poteriteri Hut Route,This challenging tramping route travels through remote southern Fiordland forested valleys between Lake Hauroko and Lake Poteriteri. ,Expert,10 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/8b826691fd834e8584119b03525f8731.jpg,https://www.doc.govt.nz/link/170f9fb2dbe448208b2dc80a93d10fd4.aspx,12/2/2025 8:31:57 AM,15824.1872951491
708786,Te Puia Hut Track  and Mangatainoka Hot Springs,"Walk to Te Puia Hut for an easy overnight tramp, or continue on to hot springs surrounded by bush and with river views.",Intermediate,1–2 days,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/38527f36e1c944829438e390875f32d5.aspx,https://www.doc.govt.nz/link/689f1187eaf04519bf96961d0d42d5ce.aspx,12/2/2025 8:31:57 AM,8815.51616756188
708787,Te Kopia Walk,Enjoy views over a geothermal area on this short walk near Rotorua.,Easiest,5 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/45a2394ee13d4616b9f3f4a57c8f2e98.aspx,https://www.doc.govt.nz/link/c8c015c99b8d4e34866aff02b7c41cf7.aspx,12/2/2025 8:31:56 AM,200.304806194766
708788,Te Kere Haka Track,The Te Kere Haka Track follows the shore of Lake Wakatipu.,Easy,1 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/4f075f4563f84341882e1450354d14f6.JPG,https://www.doc.govt.nz/link/7d7c83ac160740a4a9566e34461747e3.aspx,12/2/2025 8:31:56 AM,3067.90236667324
708789,Te Kauri Park Circuit Walk,Walk alongside the attractive Waikuku Stream then climb up to good views of the surrounding countryside.,Easiest,1 hr 30 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/51f9fe47a66746039ea4b375b20e79bc.aspx,https://www.doc.govt.nz/link/3fb7fa4ba8d84c66acee9019d308f69f.aspx,12/2/2025 8:31:56 AM,941.320741271101
708790,Te Au Track,The track climbs to 521 m and offers panoramic views of the Waikanae Estuary and Kapiti Island.,Advanced,3 – 4 hr from Huia Street,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/3280c7df46584b5691addbb14e8ece55.aspx,https://www.doc.govt.nz/link/1b51bb2e8aa04564920712a4ef15b8d9.aspx,12/2/2025 8:31:56 AM,4144.29781799583
708791,Te Arapiki o Tawhaki,Experience stunning views and native bush on Te Arapiki o Tawhaki at Pukaha/Mount Bruce.,Easy,2 hr ,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/aabc0f6041914fad979560886886cd55.jpg,https://www.doc.govt.nz/link/d0476943e2b5498ba65a649c761ad94f.aspx,12/2/2025 8:31:56 AM,2444.57438958174
708792,Te Ara Pātaka/Summit Walkway,"Enjoy magnificent views over Banks Peninsula, the Canterbury plains, Southern Alps and Pacific Ocean on this track, which is about an hour's drive from Christchurch.","Intermediate, Advanced",2-3 days,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/e1b377583bce46cab61fdd40d7bd2ff1.aspx,https://www.doc.govt.nz/link/ecc7ac274ae646e18764d05e39489de5.aspx,12/2/2025 8:31:56 AM,27671.0502933504
708793,Te Ara a Waiau Walkway/Cycleway,Walk or cycle through bush from Franz Josef township to the Franz Josef Glacier car park. ,Easy,2 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/4bb689acabb74073acae3075fd6fc606.jpg,https://www.doc.govt.nz/link/d00301a3d63b49e5bc571a197ef0b044.aspx,12/2/2025 8:31:55 AM,3675.50742565018
708794,Tawarau Forest tramping tracks,The limestone features and native vegetation in the Tawarau Forest can best be seen by walking on one of the forest's scenic tracks.,Advanced,Various from 2 - 7 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/ab5a276b41824d089a9c18f4a55526df.jpg,https://www.doc.govt.nz/link/8b3acd2b93c946688bac8ce9b109c736.aspx,12/2/2025 8:31:55 AM,23895.729444919
708795,Tawa Grove Walk,Tawa Grove is a bush track specially designed to be an easy walk suitable for all abilities.,Easiest,30 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/ad9010a4bda9454c9a7bc632aacecd5e.jpg,https://www.doc.govt.nz/link/ccb70d0b6f2541f9b786c8db4b2a673b.aspx,12/2/2025 8:31:55 AM,409.910677311981
708796,Tauranga Loop Track,This walking track crosses the historic Tauranga Bridge and passes alongside the Tauranga Stream. ,Easy,2 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/defd4c153b21462a84e54c13414de46b.jpg,https://www.doc.govt.nz/link/0d98bd2a1e054e0ebdde3ff84e19130f.aspx,12/2/2025 8:31:55 AM,4670.14999725246
708797,Taumarumaru Scenic Reserve Walk,This short walk features great views and access to a small beach - with a pa site to explore as well this easy walk is a great option for children.,Easiest,40 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/b575d84d86b8451ab7056b6bef04c723.aspx,https://www.doc.govt.nz/link/bce4ddcacba648bf8f44001c6602b8e5.aspx,12/2/2025 8:31:55 AM,2476.06721155212
708798,Tatare Tunnels Walk ,The 80-minute walk follows an old 4WD road then the tracks climbs to the old water tunnels. You will need a torch and raincoat to explore the tunnels. ,Easy,1 hr 20 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/2cf3d4e7edd447b689861244994910b7.jpg,https://www.doc.govt.nz/link/bb10b4ae33f94a9ba6f93554088924f3.aspx,12/2/2025 8:31:55 AM,1830.54352350993
708799,Tasman Glacier View Track,"View New Zealand's longest glacier, the mighty Haupapa/Tasman Glacier on one of our best short walks.",Easy,30 min return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/6f9cf9d69d2644e1a603db88391ef3da.aspx,https://www.doc.govt.nz/link/b015efb441d54e57a498fd937797d2b3.aspx,12/2/2025 8:31:55 AM,419.744678186146
708800,Tasman River tracks ,Tasman River is a large braided river which flows into Lake Pukaki. There are walking and cycling tracks in the area. ,Advanced,2 or 3 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/ccd7ba8b184c4ba984a35c7771f3f310.jpg,https://www.doc.govt.nz/link/4be373d5c563432e89c3a8bfdd33eb7c.aspx,12/2/2025 8:31:54 AM,11711.5840587226
708801,Taronui Bay Recreation Reserve Track,Walking the track will take you through a mixed landscape of pasture and wooded areas to the beautiful white sands of Taronui Bay.,Easy,45 - 60 min one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/18774a9457a74bc58acae1bfbf8cb856.jpg,https://www.doc.govt.nz/link/af4f3173d2fd4f7fa938906726fd2e3a.aspx,12/2/2025 8:31:54 AM,3482.18987309963
708802,Tarawera Trail,Meander your way through bush from Te Wairoa to Hot Water Beach Campsite. Stay overnight or book a water taxi to The Landing.,Advanced,5-6 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/fd3d89eab53845619518eea6e45bcb2a.jpg,https://www.doc.govt.nz/link/45c60ad679114619a40683115b7e5538.aspx,12/2/2025 8:31:54 AM,13848.5977330205
708803,Tarawera Outlet to Falls Track,See the Tarawera River disappearing underground at various sites before it re-emerges through the spectacular Tarawera Falls through narrow fissures in a fractured rhyolite lava cliff.,Easy,2 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/c93b1264d78848269bee17281a0a431f.jpg,https://www.doc.govt.nz/link/1ec80c1121814393aef273f1815191d6.aspx,12/2/2025 8:31:54 AM,5062.04740373976
708804,Tarawera Falls Track,"The track runs between the Waterfall road carpark to the spectacular falls, where water surges out of fissures in a high cliff face. Limited access times and permits required.",Easiest,20 min one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/6e97097ad1b64a38b1dc69dfac1e7cbf.jpg,https://www.doc.govt.nz/link/b36df1c9d96443b78feedb880864d594.aspx,12/2/2025 8:31:54 AM,798.280113473778
708805,Tararua Southern Crossing,The Southern Crossing is one of the four classic tramps of the Tararua Range.,Advanced,3 days,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/32ac0545798144d0854e55ac9de5f87c.jpg,https://www.doc.govt.nz/link/01f85cb8133e413d939b0d9ba340d1e9.aspx,12/2/2025 8:31:53 AM,34125.6999273493
708806,Tapeka Point Track,"This easy track is just 1 km north of Maiki/Flagstaff Hill, near Russell.  Tapeka Point is the perfect base for exploring this part of the Bay of Islands by land or water.",Easy,15 min one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/41e5254058db4ddb833d57d6002a43fe.aspx,https://www.doc.govt.nz/link/963c293b398446dfad470d2a72e825fd.aspx,12/2/2025 8:31:53 AM,432.05117039115
708807,Tangoio Falls Scenic Reserve tracks,"Discover Te Ana or Tangoio Falls on a short, easy walk suitable for kids, or take a longer walk through native bush on the Tangoio Walkway.
",Easy,Various: 30 min - 2 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/f831b8f658054c0cafc4d19a89cce63d.jpg,https://www.doc.govt.nz/link/ba2bdf7bc1d74905b9add692e83137f9.aspx,12/2/2025 8:31:53 AM,4018.75540412461
708808,Tangihua Forest Nature Walk,This family friendly nature walk winds through native forest and takes just over an hour one way. ,Easy,1 hr 5 min one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/265c07dc42b348148efefabc07da096b.jpg,https://www.doc.govt.nz/link/f7ceb8f922fe423bb7195743a662131e.aspx,12/2/2025 8:31:53 AM,587.172263384642
708809,Tāne Mahuta Walk,"Visit New Zealand's largest known living kauri tree, Tāne Mahuta, on this short, easy walk suitable for buggies and children. It is open 9 am to 3 pm daily.",Easiest,5 min one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/06bcce428f214a08ab50a62847a61c6f.aspx,https://www.doc.govt.nz/link/cc1bf3574c594245aca6f4e7ed658ce4.aspx,12/2/2025 8:31:53 AM,125.595670162485
708810,Talbot Forest Scenic Reserve tracks,These short walks in and around Talbot Forest Scenic Reserve are ideal for families. There are four short walks through the forest which interconnect with roads around the reserve.,Easiest,10 - 20 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/e1d50f441a7c4a9eac5a9839a54651e5.aspx,https://www.doc.govt.nz/link/f99de3459d8144d09adb12740fec9891.aspx,12/2/2025 8:31:53 AM,1779.52679711026
708811,Taipo River Track to Harman Pass,The Taipo Valley is often travelled as part of a popular route from the Waimakariri River via Harman Pass. This guide describes the route from SH73 to Harman Pass only.  ,Expert,2 days,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/b11b24b79a8b46f3bbe75de3f0f76289.aspx,https://www.doc.govt.nz/link/5c6e12afe8454601a1b822cbd369d6a6.aspx,12/2/2025 8:31:53 AM,28179.0690474055
