Object ID,Track name,Description,Difficulty,Completion time,Has alerts,URL to thumbnail,URL to webpage,Date loaded to GIS,x,y
704578,Kātiki Point Walking Track,"Kātiki Point is the southern point of Moeraki Peninsula. This short walk has commanding coastal views, you'll see the historic lighthouse, Te Raka a Hineatea Pā site, and possibly yellow-eyed penguins and NZ fur seals.",Easy,20 min return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/db30d9d8f15a48de847ecf218c21192e.aspx,https://www.doc.govt.nz/link/dbee498274c44662b42ec05794f15db8.aspx,12/2/2025 8:32:37 AM,1433088.94939915,4971208.67830174
704579,Angelus Hut via Mt Cedric Track/Route,Continue from Sabine Hut to Angelus Hut on a very steep route.,"Advanced, Expert",6 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/7a39259a0117493ebf0a1a258a7bddc7.aspx,https://www.doc.govt.nz/link/4a66a7ab172c4671ace95cfc2f488f23.aspx,12/2/2025 8:32:37 AM,1576415.2328,5362092.99120098
704580,Angelus Hut via Travers and Cascade Track/Route,"Continue on from Lakehead or Coldwater Hut to Cascade Track, and on to Angelus Hut following the  Hukere Stream.","Advanced, Expert",6 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/images/no-photo/no-photo-220x140.jpg,https://www.doc.govt.nz/link/b9c5aaf13ef4409d8d22d16235dd7842.aspx,12/2/2025 8:32:37 AM,1581339.0689,5361149.36060098
704581,Prospect Hill Track,"From this track on a clear day you can see the Manuherikia basin, the Old Woman, Dunstan and Raggedy ranges.",Advanced, 6–8 hr return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/437ad985572f43208accecf2f86a8d71.aspx,https://www.doc.govt.nz/link/b41d83cd0dda40a69432d55630ad9896.aspx,12/2/2025 8:32:36 AM,1303224.51658438,4982222.61556815
704582,Omeo Gully Track,"Omeo Gully Track goes through one of Otago’s highest, most isolated gold fields. View distinctive gold workings on high sluice faces, deeply riveted tail races, tall stacked tailings and the remains of dwellings.",Advanced,6 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/b04e623bdcf4459a9a5af76920b9ec51.aspx,https://www.doc.govt.nz/link/7f258dfa31304a46babe0c3dea519c24.aspx,12/2/2025 8:32:36 AM,1306565.17168519,4979866.29426251
704583,The Sisters Track,"Tramp through herb fields and snow tussock while enjoying great views of the Alexandra basin, Old Woman Range and The Remarkables Mountain range.",Advanced,1 hr 30 min one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/images/no-photo/no-photo-220x140.jpg,https://www.doc.govt.nz/link/cef4cf62504240f594d8e1a36767e5eb.aspx,12/2/2025 8:32:36 AM,1301533.658284,4979296.75667155
704584,Aurora Track,"A short loop through kānuka shrubland, featuring the remains of old stone huts.",Easy,1.5 hr loop,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/b240d24fc36a4b1890cc50182af80def.aspx,https://www.doc.govt.nz/link/d93bce1edc0d4a29acccab43debd6454.aspx,12/2/2025 8:32:36 AM,1313743.80728657,5017434.39224905
704585,"Potters No. 2 Tramping Track, Huts to Grave",This is a short tramping track through the protected historic site in the impressive landscape of the Campbell Creek catchment.,Advanced,1 hr 30 min return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/418aa7fc92ce4ae493c503a2f3b2e707.aspx,https://www.doc.govt.nz/link/476cc1ae6dcd4e81bace0ee7b0468765.aspx,12/2/2025 8:32:36 AM,1297769.52428326,4962446.42038074
704586,Luggate Creek Track,"This short, easy amble leads from Luggate township down to the Clutha River.",Easiest,20 min one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/d5cb34d08cab4cf3b25929cd795058f5.aspx,https://www.doc.govt.nz/link/1a92c8f77e4d4415bedcca17549b6461.aspx,12/2/2025 8:32:35 AM,1305248.49508442,5038661.20386014
704587,Conroys Creek Historic Sites,Explore the historic relics and admire the views in the Aldinga Conservation Area. Conroys Dam is a popular picnic and swimming spot.,Easy,1 hr 30 min loop,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/7e9f7fb8e8004964bd6d011a174b669e.aspx,https://www.doc.govt.nz/link/08589cb93534490787c3eadc476c139e.aspx,12/2/2025 8:32:35 AM,1310543.46728611,4978081.75285625
704588,Cairnmuir Hill Track,An all-day walk from Clyde to Bannockburn over the crest of the Cairnmuir Mountains.,Advanced,6–8 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/498cb6ccb1d04173a6ffdd10ba19f6a9.aspx,https://www.doc.govt.nz/link/f3d4163940114fc59748f0bc2dd13912.aspx,12/2/2025 8:32:35 AM,1305569.06568481,4997433.74486279
704589,Shek Harn Historic Reserve Track,A walking track along the Fraser River to dwellings used by Chinese miners and the remains of gold workings.,Easy,1 hr 30 min return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/f64e8dbbd171441d903650df4e9dc90c.aspx,https://www.doc.govt.nz/link/004aa115d73b4016b5d048782969fd41.aspx,12/2/2025 8:32:35 AM,1301980.71008406,4984358.00047025
704590,Nicholsons Track,This short track takes you from the top of Symes Road through beautiful tussock country to Nicholson Hut.,Advanced,1 hr 30 min return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/54af4a7b11254aeba502b728823b8860.aspx,https://www.doc.govt.nz/link/612be1935cb047148adc219cf27fc0cd.aspx,12/2/2025 8:32:35 AM,1301901.14258417,4971412.49607157
704591,Rockvale Track,The northernmost access track to the Rock and Pillar Conservation Area.,Advanced,2 – 2 hr 30 min one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/images/no-photo/no-photo-220x140.jpg,https://www.doc.govt.nz/link/3cadadb5ffae495285085e54c293fcf6.aspx,12/2/2025 8:32:35 AM,1382400.95499663,4974588.22910667
704592,March Creek Track,An access track leading from McKinnon Road to the Rock and Pillar Conservation Area.,Advanced,1 hr 30 min – 2 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/images/no-photo/no-photo-220x140.jpg,https://www.doc.govt.nz/link/fe0aa4fdd69443e1a8bdf0476693814a.aspx,12/2/2025 8:32:34 AM,1371573.19399569,4958824.36750951
704593,Last Creek Track,An access track leading to the Rock and Pillar Conservation Area.,Advanced,2 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/images/no-photo/no-photo-220x140.jpg,https://www.doc.govt.nz/link/b02bf1e56af4429da9d996f55f3b4c59.aspx,12/2/2025 8:32:34 AM,1378874.73059634,4969706.01710748
704594,Brookdale Track,A short access track from Rock Road to the Rock and Pillar Conservation Area.,Advanced,1 hr 30 min one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/images/no-photo/no-photo-220x140.jpg,https://www.doc.govt.nz/link/751d1ef28bb34ee1944a12e993411498.aspx,12/2/2025 8:32:34 AM,1370217.47169556,4955721.67020996
704595,Glencreag Track,"A steady climb to Big Hut, 1350 m above sea level.",Advanced,2 hr 30 min – 3 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/0c9c07cf32244c7689b3061cea38d81a.aspx,https://www.doc.govt.nz/link/824a52737193491ca2dd207d7a516231.aspx,12/2/2025 8:32:34 AM,1373919.61889591,4963683.54060879
704596,Stonehurst Track,Go up and over the Rock and Pillar Range.,Advanced,4 hr 30 min – 5 hr 30 min one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/eda55647f6b24f82a92e4ecfeda68eb0.aspx,https://www.doc.govt.nz/link/63db06c283484662bb968e4bbafd2f1f.aspx,12/2/2025 8:32:34 AM,1366849.79449522,4953071.46361109
704597,Kaitaia Walkway,Kaitaia Walkway is closed.,Expert,1 hr 30 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/689f3171bb4a4e0ea4e2efab0c743e39.jpg,https://www.doc.govt.nz/link/60d58a989ef04a3e863e8c99d44b71d4.aspx,12/2/2025 8:32:34 AM,1624804.5782,6107400.31550029
704598,Roaring Billy Falls Walk,An easy bush walk to a view of Roaring Billy Falls on the other side of the Haast River.,Easiest,25 min return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/c561efd5524d404a9e7f2a0640eed18e.aspx,https://www.doc.govt.nz/link/7a49ca70a12b480298bd34aec1a67c7c.aspx,12/2/2025 8:32:34 AM,1302001.72288296,5128286.04595876
704599,Mica Mine Tops Route,The Mica Mine Tops Route is a challenging route within the rugged backcountry environment of South Westland.,Expert,8 hr from SH6,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/eb71091414564a14b67789c7625193c3.aspx,https://www.doc.govt.nz/link/1f1fae9354c94de2b95961b07bef21c9.aspx,12/2/2025 8:32:33 AM,1303647.89028334,5143343.34315525
704600,Makarora Bush Walk,A short loop walk through native forest.,Easiest,15 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/844f48b301474f09af851aad2b44c3c5.aspx,https://www.doc.govt.nz/link/86d4736eed8f4d44b3db05dfa999ae39.aspx,12/2/2025 8:32:33 AM,1299121.22608237,5095711.38486595
704601,Thunder Creek Falls,A short bush walk to a viewing platform showcasing the 28 m high Thunder Creek Falls.,Easiest,5 min return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/fea5f29414cf48e09593444b7ca0598c.aspx,https://www.doc.govt.nz/link/ebad3d99910240b788841f6a79f4afde.aspx,12/2/2025 8:32:33 AM,1308909.71688488,5117562.71994949
704602,Fantail Falls Walk,"A short, easy bush walk to a view of Fantail Falls on the other side of the Haast River.",Easiest,5 min return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/843829e654e44a8c98845341529e43ce.aspx,https://www.doc.govt.nz/link/129a222f1e8e42b08b91ce72d5c20b58.aspx,12/2/2025 8:32:33 AM,1310639.75788534,5113202.61694747
704603,Haast Pass Lookout Track,"A short climb through native forest to the bush-line, with a good view of Mount Brewster.",Easy,1 hr return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/e93fb84f475c4ec79352b21002eebe88.aspx,https://www.doc.govt.nz/link/7d15fb27a94a4972aa14b251814f868e.aspx,12/2/2025 8:32:33 AM,1308125.05818471,5109753.45835102
704604,Opito Point Pā Walk,Enjoy the stunning views of the Mercury Islands from the pā site at the top of the Opito Point Historic Reserve.,Easiest,1 hr return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/31b85d6a64cd49fe9907000ee83c7c32.aspx,https://www.doc.govt.nz/link/a4fc6b26b1b14d11a94eef04720a976f.aspx,12/2/2025 8:32:33 AM,1851786.67620649,5932630.32510706
704605,Rings Beach Loop Track,Enjoy the spectacular views as you wind through the regenerating forest and wetlands between Matarangi and Rings Beach.,Intermediate,2.5–3 hours,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/ed35edab6d1941b2999d962e9953072f.aspx,https://www.doc.govt.nz/link/649e3345ce11477696628df8d06ac58e.aspx,12/2/2025 8:32:32 AM,1840022.41530499,5931056.35460498
704606,Paparahi Reserve Access Track,"Take a short walk into Paparahi Point Recreation Reserve - a hidden gem tucked away inside the Mimiwhangata Marine Park, and great for exploring with children. ",Easy,15 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/4835a1df576343d4a9b864931c92cae5.jpg,https://www.doc.govt.nz/link/2be6c26dc24942b281c744eb713370f7.aspx,12/2/2025 8:32:32 AM,1726491.44760015,6077350.91790035
704607,Glory Track,A walk through dense bush with lively birdsong.,Easy,1 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/117e23973360479db583274907a5cc07.aspx,https://www.doc.govt.nz/link/f17513116717433bb3998130a64fbb5f.aspx,12/2/2025 8:32:32 AM,1243888.08257702,4827068.14985755
704608,Seaward Downs Loop Track,This is an easy well-formed loop track in native forest.,Easiest,40 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/images/no-photo/no-photo-220x140.jpg,https://www.doc.govt.nz/link/ee6d47526e844bac818f81fa7c9c575e.aspx,12/2/2025 8:32:32 AM,1269908.30767901,4856501.32928727
704609,Kingswood Bush Scenic Reserve,This short bush walk winds through mixed podocarp forest abundant with flora and fauna.,Easiest,20 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/images/no-photo/no-photo-220x140.jpg,https://www.doc.govt.nz/link/6b3de138311648ec87c463815ba6fd21.aspx,12/2/2025 8:32:32 AM,1259932.20167717,4856587.63513754
704610,Foveaux Walkway,"An easy, well-paved track to Lookout Point following the Motupohue (Bluff) coastline. This track is part of Te Araroa Trail.",Easiest,2 hr return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/9355f4239bda484d8f0ae56c593379ab.aspx,https://www.doc.govt.nz/link/e144068de2a944b3a2bdb6418234037c.aspx,12/2/2025 8:32:32 AM,1243428.83987708,4826038.99496176
704611,Forks Flat Track,This gentle walking track follows the banks of the river through attractive native bush in Hokonui Forest.,Easy,1 hour,Refer to DOC website for current alerts,https://www.doc.govt.nz/images/no-photo/no-photo-220x140.jpg,https://www.doc.govt.nz/link/4e69d472da1a41ecb79e7f9557534e3b.aspx,12/2/2025 8:32:31 AM,1260616.0462762,4882314.40612582
704612,Waipohatu Waterfalls Track,This is a rugged tramping track through rainforest up to two waterfalls. This track connects to Forest Walk Track.,Advanced,3 hours,Refer to DOC website for current alerts,https://www.doc.govt.nz/images/no-photo/no-photo-220x140.jpg,https://www.doc.govt.nz/link/71d3711287974cb888ef10ab11ad4499.aspx,12/2/2025 8:32:31 AM,1295126.48228457,4831199.50800284
704613,Derek Turnbull Track,"Just a short drive from Invercargill, this track is well gravelled and graded. You'll see ancient podocarps, abundant birdlife and weather worn limestone boulders.",Easiest,4 hr return,Refer to DOC website for current alerts,https://www.doc.govt.nz/images/no-photo/no-photo-220x140.jpg,https://www.doc.govt.nz/link/6eaef0c472a848a2a5c3b04263298e96.aspx,12/2/2025 8:32:31 AM,1248040.54107444,4872860.72300596
704614,Routeburn Nature Walk,"An easy going, well interpreted loop track ideal for a family walk. It passes through beech/tawhai forest and other vegetation, similar to what the famed Routeburn Track passes through.  ",Easiest,40 min - 1 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/194553e6665d47c382163ab29c529320.jpg,https://www.doc.govt.nz/link/963e139ddd6c41d7baf506628da1cd9b.aspx,12/2/2025 8:32:31 AM,1225546.2481587,5037785.31510527
704615,Newcastle Track,Suitable for biking and walking this track follows the true left of the Clutha River from Hāwea River swing bridge to Kane Road.,Easy,2-3 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/bc6052d1c403462699cabd7c4cf5ce61.jpg,https://www.doc.govt.nz/link/6e14c2d3d624487b97ba19b4d0434757.aspx,12/2/2025 8:32:31 AM,1303963.41228406,5042976.23836191
704616,Little Criffel Track,This track is in the Pisa Conservation Area which lies between Wānaka and Cromwell.,Advanced,6–8 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/31884c4fe55541838f561984ff43e522.jpg,https://www.doc.govt.nz/link/8b5039f6d6c846a5832de6a08cf45a95.aspx,12/2/2025 8:32:31 AM,1293801.21848143,5033217.74828184
704617,Mt Bovis Route,"An expert route leading to panoramic views of the Paparoas and out to the Tasman Sea. Suitable for fit, experienced and well-equipped people.",Expert,8-10 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/113b1ef24e104b33815b058b52cf5a7e.aspx,https://www.doc.govt.nz/link/bf5376d8980140a0abbd4a822d0eebe0.aspx,12/2/2025 8:32:31 AM,1471780.09269979,5336858.20840104
704618,Devils Creek Track,This access track to the Bendigo Conservation Area provides good views of Lake Dunstan and the Pisa Range.,Advanced,4-6 hr return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/77705e0a934b4a019953eb9116571308.aspx,https://www.doc.govt.nz/link/c9fc377ae84e424f80dbac3c60f33aea.aspx,12/2/2025 8:32:30 AM,1307229.5933851,5011469.298959
704619,Constant Bay Loop,This loop track gives a great view of the rugged West Coast.,Easiest,15 mins,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/f8723b01f7c84696ba716b594eb9651e.aspx,https://www.doc.govt.nz/link/0617db538a944a2794ea5c38a092c7c0.aspx,12/2/2025 8:32:30 AM,1469976.60099978,5359585.82960104
704620,Pukaki Flats walk,The Pukaki Flats walk goes over an open block of hard tussock grasslands just north of Twizel. This track is part of Te Araroa Trail.,Easy,2 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/51e2fc0855db47f499bfdbe059a5bb49.aspx,https://www.doc.govt.nz/link/5ac09d60fae2463e95cb4567b737405b.aspx,12/2/2025 8:32:30 AM,1371369.1850956,5100007.91110817
704621,Tikitiki Scenic Stroll,"This short walk leads to a lookout over Petre Bay, towards the Red Bluffs.",Easiest,10 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/14932e3cb965477e92c80a0dff17fe58.jpg,https://www.doc.govt.nz/link/a8c80fdcc104404ca38a83897aa6d3b4.aspx,12/2/2025 8:32:30 AM,2437720.76524776,5080900.46719988
704622,Greta Track,Pass by fellfields (blocky scree) and short rock bluffs above Gretas Stream. This track is close to Lake Ōhau.,Advanced,6 to 7 hrs loop,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/719f346267d2499a909023732eb20894.aspx,https://www.doc.govt.nz/link/d93c2588da974f0399ab56c34cf7d7aa.aspx,12/2/2025 8:32:30 AM,1352479.81539337,5096016.26761458
704623,Kākā Point Bush Walk,"This is an easy bush walk in the Kākā Point Scenic Reserve that gives the impression that it is very remote, yet almost within the township of Kākā Point.",Easiest,40-50 mins,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/a2eb674ffc564ac289ddb98eb1ea1bfa.aspx,https://www.doc.govt.nz/link/f409d2dbc8234f75bf7f8b0d7baca18f.aspx,12/2/2025 8:32:30 AM,1352042.1516937,4858179.00811971
704624,Historic Railway Tunnel Walk,"Take a short, scenic walk through the historic reserve to explore the world’s southernmost railway tunnel.",Easiest,15 mins return via same track,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/e1420b7021f543098ae9ede5d75ec134.aspx,https://www.doc.govt.nz/link/6388d92ad09f4c0998c64af44bfac3f9.aspx,12/2/2025 8:32:29 AM,1345972.88899293,4854242.97082383
704625,Mt Isobel Track,This is the most popular route to Mt Isobel Summit.,Advanced,6  hr return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/622abb531ab14875b81b36f9fcfe049b.aspx,https://www.doc.govt.nz/link/dec681a934e84c06b80eedab37f07a82.aspx,12/2/2025 8:32:29 AM,1586366.028,5295375.52920101
704626,Mount Hutt Forest walking tracks,Mount Hutt Forest offers three short walking tracks.,Easy,30 min | 45 min one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/8482f7a720f64705a601bf24c293d22d.aspx,https://www.doc.govt.nz/link/ab057048f3194bd5b6cbc132657cd740.aspx,12/2/2025 8:32:29 AM,1480755.19439985,5175887.78920109
704627,Te Awa Awa Walk,Te Awa Awa Walk is a short walk within the Mount Hutt Forest area.,Easiest,15 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/12c0d5c34c4a430a97ea4ea68cea48f7.aspx,https://www.doc.govt.nz/link/d26dd0ed62e04de78fc23e617fe17a28.aspx,12/2/2025 8:32:29 AM,1481118.01849986,5175786.40870109
704628,Te U Route,Te U Route travels from the Waiotahi Valley Road end to Te U Bivvy (staff accommodation) in the Waioweka Conservation Area.,Expert,7-8 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/images/no-photo/no-photo-220x140.jpg,https://www.doc.govt.nz/link/c42613cea2ea4573aab699ffb53213cc.aspx,12/2/2025 8:32:29 AM,1966176.0155539,5760238.02495393
704629,Lake Rotorangi Hydro Walkway,"This track meanders around a bend above Lake Rotorangi, the longest man-made lake in New Zealand.",Easy,40 mins,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/e4177cec8f8a45b290ba269c5169b814.aspx,https://www.doc.govt.nz/link/cf5ad62007d848fdaea7ec939948f8d7.aspx,12/2/2025 8:32:29 AM,1734733.74760025,5621769.75770085
704630,Maratoto: Wires Track,This well marked track gives lovely views across Maratoto and you can see remnants of the old telephone line.,Advanced,3 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/d08ffa68013a468aaa021d93d7f337e6.jpg,https://www.doc.govt.nz/link/f0c29e405c5b4a99b7004acce7c8182f.aspx,12/2/2025 8:32:28 AM,1843898.11090556,5871766.63950591
704631,Lake Rotokura Walk,"Experience lakes, beech forest and plentiful bird life feature on this short walk.",Easy,30 min return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/738c6bea57844e6e963afa544524ad76.aspx,https://www.doc.govt.nz/link/c8ec7e0c8e844d7abb89bf9f5f4385fc.aspx,12/2/2025 8:32:28 AM,1816967.04330315,5632168.63810339
704632,Stony River (Hangatahua) Walkway,This walk takes you through lowland bush and to views of Taranaki Maunga.  It can be done as either a return track or as a loop track.  The loop involves crossing the unbridged Kaihihi Stream.,Easy,1 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/1f01ee45c0a5447e9522832fca77ad4b.aspx,https://www.doc.govt.nz/link/dc530ccf3a414323bcee0517de931620.aspx,12/2/2025 8:32:28 AM,1675524.15650001,5661463.46750076
704633,Oruawairua Walk,"Experience the stunning views, native wildlife and history on Blumine Island (Oruawairua).",Easy,55 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/7070125b52e54257bcc57592fe6d137e.jpg,https://www.doc.govt.nz/link/5a80e48f5ed84f808e2f898d8b1ff7ff.aspx,12/2/2025 8:32:28 AM,1703451.41620007,5442318.51710094
704634,Nikau Loop Track,"Discover one of the east coast's last remaining tracts of native coastal forest with its many nikau palms - it's a short, easy walk that's great for kids.",Easy,20 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/a64ae261c4834b1d894ff34577b5d549.aspx,https://www.doc.govt.nz/link/c1e9eb61b2764e36b41a4797a305aaa9.aspx,12/2/2025 8:32:28 AM,2015311.90920468,5673845.68175702
704635,Lindis Peak Track,"This farm track to the 1,226 m summit of Lindis Peak offers great panoramic views.",Advanced,5-6 hr return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/7c5653eb29844c2aa9ea1b93c0199b06.aspx,https://www.doc.govt.nz/link/668723254455440e8002e5a7e7cb5cb2.aspx,12/2/2025 8:32:28 AM,1321898.35538822,5039912.42043804
704636,Matarangi Bluff Track,"This popular short walk connects Matarangi and Rings Beach. It provides spectacular views over Matarangi, Kūaotunu and the Coromandel Peninsula.",Easiest,20 min – 45 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/5bd22ee77dce4f8fb32a4b3f8408db28.aspx,https://www.doc.govt.nz/link/0c9a9a565879457e9c64d5c4cbe9a188.aspx,12/2/2025 8:32:28 AM,1839479.74550492,5931680.5437049
704637,Cave Walk,"Walk through lowland bush to the edge of the Manganui River and a large, shallow cave overhang.",Easy,20 minutes,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/f2e319f720aa4a3ea238fda50fa99b0d.aspx,https://www.doc.govt.nz/link/4a0d47a17ce74c428acbc1489021f134.aspx,12/2/2025 8:32:27 AM,1711104.68720009,5669861.51590076
704638,Port FitzRoy: Old Lady Track,Walk to a lookout rock with impressive views over Port FitzRoy harbour.,Easy,1 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/299bbeb4c6124cc784bfe8eeda2ceef2.jpg,https://www.doc.govt.nz/link/f35d5c36e9054a20b0e4c58fd3e28243.aspx,12/2/2025 8:32:26 AM,1812849.71730251,5995711.42630205
704639,Tarnbrae Track A2O,"Traverse glacial terraces through Freehold Creek beech forest. Part of the Alps 2 Ocean (A2O) Cycle Trail, the high point on this track and offers fabulous views of Lake Ohau and the surrounding country.",Advanced,5 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/7497a2587a45412799173ec526c5b9c5.aspx,https://www.doc.govt.nz/link/2cc3e6cbc16448c192b87f74ed99b2b6.aspx,12/2/2025 8:32:26 AM,1345957.67819242,5094092.92711776
704640,Tauwhare Pā short walk,"This short walk provides panoramic views of Ohiwa Harbour, right down to the East coast. Hikurangi maunga can be seen with snow on at times. It also showcases Moutohorā and Whakaari offshore islands slightly west.",Easiest,30 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/034d17058add48698041e09f29669774.aspx,https://www.doc.govt.nz/link/51bbf7df036a44beaa22c4229473a004.aspx,12/2/2025 8:32:26 AM,1957564.2712472,5788607.96112404
704641,Mount Pleasant Track,"Enjoy panoramic views along the tops of the Mount Pleasant bluffs on this great summer walk, which includes historic gun emplacements.",Easiest,35 minutes,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/47295bab28bf4014a253dc4a9f322d04.aspx,https://www.doc.govt.nz/link/f52270e8e7854cbbada7e2d573de5173.aspx,12/2/2025 8:32:26 AM,1578948.3742,5172774.00270106
704642,Matatā Lagoon Track,This track is a short walk around Matatā Wildlife refuge. There’s a lot of birdlife here and great views to the islands of Moutohorā Island and Whakaari/White Island and down the East Coast.,Easiest,30 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/0d93220e0d694eae877045818a765729.aspx,https://www.doc.govt.nz/link/0bd6f84eb3394a28b89cce833a2fdb41.aspx,12/2/2025 8:32:26 AM,1931093.34763083,5800042.39446658
704643,Waipapa Point Coastal walk,"This short easy access track on the Southern Scenic Route takes you to a lighthouse, and has beautiful vistas of the coastline with sea birds and marine mammals.",Easiest,30 m return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/7cbdb8ae6a304b02ab67aa36fdd84a8b.aspx,https://www.doc.govt.nz/link/14473c5eea9a4a6ab05ad96f9a13e44a.aspx,12/2/2025 8:32:26 AM,1282442.40808233,4824278.24264361
704644,Lake Matiri Hut Track,Walk to Lake Matiri Hut on the shores of Lake Matiri.,Intermediate,1 hr 30 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/d8102e1ff4804122a60134adf275779d.aspx,https://www.doc.govt.nz/link/00b900a957594b40bac6f8fe4612b0a0.aspx,12/2/2025 8:32:26 AM,1543798.074,5386007.48010097
704645,Paparoa Track: Pororari Hut Track,Walk to Pororari Hut for 360 degree views and experience a shorter (overnight) version of the Paparoa Track Great Walk.,Intermediate,4-5 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/9eaa61290df24dc09816cf5c0e20de9d.aspx,https://www.doc.govt.nz/link/85086d4dd19847a18b9a5d27b6e2ff75.aspx,12/2/2025 8:32:25 AM,1468828.21499976,5333934.89680106
704646,Rock Peak Track,Get great views from this track at the southern end of the Pisa range. ,Easy,1 hr 30 min one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/07b1dec0d6cd4f87afe653208da85d6b.jpg,https://www.doc.govt.nz/link/34a868bf9e1a40a4871acbc026b5ab6c.aspx,12/2/2025 8:32:25 AM,1281131.57667809,5010134.98631628
